Train_Number,Day,Station_Code,Time,Rounded Off Arrival Time,,Latitude,
12673,DAY 1,MAS,22:00,22:00:00,,13.0847613,80.27485630000001
12673,DAY 1,AJJ,22:53,23:00:00,,13.081512,79.667991
12673,DAY 1,KPD,23:43,00:00:00,,12.972734,79.13534100000001
12673,DAY 2,JTJ,01:13,01:00:00,,12.560851999999999,78.57781999999999
12673,DAY 2,SA,02:42,03:00:00,,11.671726000000001,78.113415
12673,DAY 2,ED,03:45,04:00:00,,11.327682,77.72593400000001
12673,DAY 2,TUP,04:33,05:00:00,,11.108906,77.341247
12673,DAY 2,CBF,05:29,05:00:00,,11.019937,76.954304
12673,DAY 2,CBE,06:00,06:00:00,,10.997639,76.966298
12674,DAY 1,CBE,22:50,23:00:00,,10.997639,76.966298
12674,DAY 1,TUP,23:33,00:00:00,,11.108906,77.341247
12674,DAY 2,ED,00:25,00:00:00,,11.327682,77.72593400000001
12674,DAY 2,SA,01:22,01:00:00,,11.671726000000001,78.113415
12674,DAY 2,JTJ,03:23,03:00:00,,12.560851999999999,78.57781999999999
12674,DAY 2,KPD,04:23,04:00:00,,12.972734,79.13534100000001
12674,DAY 2,AJJ,05:13,05:00:00,,13.081512,79.667991
12674,DAY 2,PER,06:08,06:00:00,,13.10702,80.24453299999999
12674,DAY 2,MAS,07:00,07:00:00,,13.0847613,80.27485630000001
12681,DAY 1,MAS,22:30,23:00:00,,13.0847613,80.27485630000001
12681,DAY 1,AJJ,23:23,23:00:00,,13.081512,79.667991
12681,DAY 2,KPD,00:13,00:00:00,,12.972734,79.13534100000001
12681,DAY 2,SA,03:05,03:00:00,,11.671726000000001,78.113415
12681,DAY 2,ED,04:05,04:00:00,,11.327682,77.72593400000001
12681,DAY 2,TUP,04:53,05:00:00,,11.108906,77.341247
12681,DAY 2,CBF,05:44,06:00:00,,11.019937,76.954304
12681,DAY 2,CBE,06:30,07:00:00,,10.997639,76.966298
12682,DAY 1,CBE,23:30,00:00:00,,10.997639,76.966298
12682,DAY 2,TUP,00:07,00:00:00,,11.108906,77.341247
12682,DAY 2,ED,00:50,01:00:00,,11.327682,77.72593400000001
12682,DAY 2,SA,01:47,02:00:00,,11.671726000000001,78.113415
12682,DAY 2,KPD,05:08,05:00:00,,12.972734,79.13534100000001
12682,DAY 2,AJJ,05:58,06:00:00,,13.081512,79.667991
12682,DAY 2,PER,06:48,07:00:00,,13.10702,80.24453299999999
12682,DAY 2,MAS,07:35,08:00:00,,13.0847613,80.27485630000001
12637,DAY 1,MS,21:40,22:00:00,,13.077677999999999,80.260193
12637,DAY 1,MBM,21:53,22:00:00,,13.038154,80.228164
12637,DAY 1,TBM,22:05,22:00:00,,12.926035689399999,80.11915738
12637,DAY 1,CGL,22:33,23:00:00,,12.692863999999998,79.981519
12637,DAY 2,VM,00:03,00:00:00,,11.942971,79.500101
12637,DAY 2,VRI,00:50,01:00:00,,11.534965,79.316073
12637,DAY 2,TPJ,02:45,03:00:00,,10.794067,78.685355
12637,DAY 2,MPA,03:14,03:00:00,,10.60756201,78.41776524
12637,DAY 2,DG,03:52,04:00:00,,10.35381,77.985472
12637,DAY 2,ABI,04:04,04:00:00,,10.272226,77.924468
12637,DAY 2,KQN,04:13,04:00:00,,10.179613000000002,77.909593
12637,DAY 2,MDU,05:25,05:00:00,,9.919907,78.11031399999999
12638,DAY 1,MDU,21:25,21:00:00,,9.919907,78.11031399999999
12638,DAY 1,KQN,21:53,22:00:00,,10.179613000000002,77.909593
12638,DAY 1,ABI,22:09,22:00:00,,10.272226,77.924468
12638,DAY 1,DG,22:25,22:00:00,,10.35381,77.985472
12638,DAY 1,MPA,23:04,23:00:00,,10.60756201,78.41776524
12638,DAY 1,TPJ,23:40,00:00:00,,10.794067,78.685355
12638,DAY 2,VRI,01:14,01:00:00,,11.534965,79.316073
12638,DAY 2,VM,02:18,02:00:00,,11.942971,79.500101
12638,DAY 2,CGL,03:43,04:00:00,,12.692863999999998,79.981519
12638,DAY 2,TBM,04:13,04:00:00,,12.926035689399999,80.11915738
12638,DAY 2,MBM,04:33,05:00:00,,13.038154,80.228164
12638,DAY 2,MS,05:20,05:00:00,,13.077677999999999,80.260193
12631,DAY 1,MS,20:50,21:00:00,,13.077677999999999,80.260193
12631,DAY 1,MBM,21:03,21:00:00,,13.038154,80.228164
12631,DAY 1,TBM,21:15,21:00:00,,12.926035689399999,80.11915738
12631,DAY 1,CGL,21:43,22:00:00,,12.692863999999998,79.981519
12631,DAY 1,MLMR,22:08,22:00:00,,12.429554,79.83380100000001
12631,DAY 1,TMV,22:33,23:00:00,,12.229410999999999,79.65133499999999
12631,DAY 1,VM,23:28,23:00:00,,11.942971,79.500101
12631,DAY 2,VRI,00:12,00:00:00,,11.534965,79.316073
12631,DAY 2,TPJ,02:05,02:00:00,,10.794067,78.685355
12631,DAY 2,DG,03:07,03:00:00,,10.35381,77.985472
12631,DAY 2,SDN,03:39,04:00:00,,10.02227,77.96508200000001
12631,DAY 2,MDU,04:00,04:00:00,,9.919907,78.11031399999999
12631,DAY 2,VPT,04:43,05:00:00,,9.596405,77.95773700000001
12631,DAY 2,SRT,05:03,05:00:00,,9.357545,77.92156999999999
12631,DAY 2,CVP,05:23,05:00:00,,9.182578,77.872848
12631,DAY 2,TEN,07:00,07:00:00,,8.73636,77.707979
12632,DAY 1,TEN,20:50,21:00:00,,8.73636,77.707979
12632,DAY 1,CVP,21:38,22:00:00,,9.182578,77.872848
12632,DAY 1,SRT,21:55,22:00:00,,9.357545,77.92156999999999
12632,DAY 1,VPT,22:18,22:00:00,,9.596405,77.95773700000001
12632,DAY 1,MDU,23:05,23:00:00,,9.919907,78.11031399999999
12632,DAY 1,SDN,23:29,23:00:00,,10.02227,77.96508200000001
12632,DAY 2,DG,00:12,00:00:00,,10.35381,77.985472
12632,DAY 2,TPJ,01:10,01:00:00,,10.794067,78.685355
12632,DAY 2,VRI,02:44,03:00:00,,11.534965,79.316073
12632,DAY 2,VM,03:38,04:00:00,,11.942971,79.500101
12632,DAY 2,TMV,04:13,04:00:00,,12.229410999999999,79.65133499999999
12632,DAY 2,MLMR,04:38,05:00:00,,12.429554,79.83380100000001
12632,DAY 2,CGL,05:13,05:00:00,,12.692863999999998,79.981519
12632,DAY 2,TBM,05:43,06:00:00,,12.926035689399999,80.11915738
20665,DAY 1,MS,15:10,15:00:00,,13.077677999999999,80.260193
20665,DAY 1,TBM,15:30,16:00:00,,12.926035689399999,80.11915738
20665,DAY 1,VM,17:00,17:00:00,,11.942971,79.500101
20665,DAY 1,VRI,17:32,18:00:00,,11.534965,79.316073
20665,DAY 1,TPJ,19:00,19:00:00,,10.794067,78.685355
20665,DAY 1,DG,19:58,20:00:00,,10.35381,77.985472
20665,DAY 1,MDU,20:45,21:00:00,,9.919907,78.11031399999999
20665,DAY 1,VPT,21:20,21:00:00,,9.596405,77.95773700000001
20665,DAY 1,CVP,21:48,22:00:00,,9.182578,77.872848
20665,DAY 1,TEN,23:00,23:00:00,,8.73636,77.707979
20666,DAY 1,TEN,06:00,06:00:00,,8.73636,77.707979
20666,DAY 1,CVP,06:38,07:00:00,,9.182578,77.872848
20666,DAY 1,VPT,07:18,07:00:00,,9.596405,77.95773700000001
20666,DAY 1,MDU,07:55,08:00:00,,9.919907,78.11031399999999
20666,DAY 1,DG,08:43,09:00:00,,10.35381,77.985472
20666,DAY 1,TPJ,09:45,10:00:00,,10.794067,78.685355
20666,DAY 1,VRI,11:08,11:00:00,,11.534965,79.316073
20666,DAY 1,VM,11:48,12:00:00,,11.942971,79.500101
20666,DAY 1,TBM,13:18,13:00:00,,12.926035689399999,80.11915738
20666,DAY 1,MS,14:00,14:00:00,,13.077677999999999,80.260193
12621,DAY 1,MAS,22:00,22:00:00,,13.0847613,80.27485630000001
12621,DAY 2,BZA,03:40,04:00:00,,16.518262,80.61864800000001
12621,DAY 2,KMT,05:19,05:00:00,,17.249347,80.138491
12621,DAY 2,WL,06:53,07:00:00,,17.972477,79.604929
12621,DAY 2,BPQ,10:30,11:00:00,,19.8490173,79.3485858
12621,DAY 2,NGP,13:45,14:00:00,,21.153567,79.089004
12621,DAY 2,ET,18:30,19:00:00,,22.608258,77.767128
12621,DAY 2,BPL,20:10,20:00:00,,23.266884384300003,77.41314286
12621,DAY 3,VGLJ,00:26,00:00:00,,Not Found,Not Found
12621,DAY 3,GWL,01:32,02:00:00,,26.216483,78.18229199999999
12621,DAY 3,AGC,03:05,03:00:00,,27.157992,77.990153
12621,DAY 3,NZM,06:00,06:00:00,,28.587329999999998,77.254249
12621,DAY 3,NDLS,06:30,07:00:00,,28.642314,77.22000399999999
12622,DAY 1,NDLS,21:05,21:00:00,,28.642314,77.22000399999999
12622,DAY 1,AGC,23:25,23:00:00,,27.157992,77.990153
12622,DAY 2,GWL,01:13,01:00:00,,26.216483,78.18229199999999
12622,DAY 2,VGLJ,02:35,03:00:00,,Not Found,Not Found
12622,DAY 2,BPL,06:45,07:00:00,,23.266884384300003,77.41314286
12622,DAY 2,ET,08:35,09:00:00,,22.608258,77.767128
12622,DAY 2,NGP,13:05,13:00:00,,21.153567,79.089004
12622,DAY 2,BPQ,16:20,16:00:00,,19.8490173,79.3485858
12622,DAY 2,WL,19:48,20:00:00,,17.972477,79.604929
12622,DAY 2,KMT,20:59,21:00:00,,17.249347,80.138491
12622,DAY 2,BZA,23:00,23:00:00,,16.518262,80.61864800000001
12622,DAY 3,MAS,06:35,07:00:00,,13.0847613,80.27485630000001
12839,DAY 1,HWH,23:45,00:00:00,,22.584077999999998,88.34099900000001
12839,DAY 2,KGP,01:20,01:00:00,,22.341431999999998,87.32845599999999
12839,DAY 2,BLS,02:45,03:00:00,,21.500521,86.91958199999999
12839,DAY 2,BHC,03:50,04:00:00,,21.091745799999998,86.5162305
12839,DAY 2,JJKR,04:23,04:00:00,,20.943544,86.132518
12839,DAY 2,CTC,05:20,05:00:00,,20.466587999999998,85.90156
12839,DAY 2,BBS,05:55,06:00:00,,20.265388,85.84259499999999
12839,DAY 2,KUR,06:30,07:00:00,,20.153076,85.70823399999999
12839,DAY 2,BALU,07:28,07:00:00,,19.747366,85.200953
12839,DAY 2,CAP,08:08,08:00:00,,19.3589572,84.97327299999999
12839,DAY 2,BAM,08:20,08:00:00,,19.2961348,84.7966912
12839,DAY 2,IPM,08:53,09:00:00,,19.110752,84.680427
12839,DAY 2,SPT,09:13,09:00:00,,18.981296999999998,84.58149999999999
12839,DAY 2,PSA,10:22,10:00:00,,18.756782,84.42209100000001
12839,DAY 2,NWP,10:53,11:00:00,,18.57940973,84.28292201
12839,DAY 2,CHE,11:30,12:00:00,,18.408679,83.903771
12839,DAY 2,CPP,11:58,12:00:00,,18.316259000000002,83.569608
12839,DAY 2,VZM,12:35,13:00:00,,18.111374,83.39558600000001
12839,DAY 2,VSKP,13:50,14:00:00,,17.72159,83.289514
12839,DAY 2,AKP,14:59,15:00:00,,17.695503,83.00885099999999
12839,DAY 2,TUNI,15:44,16:00:00,,17.361079999999998,82.542462
12839,DAY 2,ANV,16:09,16:00:00,,17.269633,82.41967700000001
12839,DAY 2,SLO,16:44,17:00:00,,17.044827,82.168724
12839,DAY 2,RJY,17:28,17:00:00,,16.984159000000002,81.783901
12839,DAY 2,NDD,17:58,18:00:00,,16.898297,81.67550399999999
12839,DAY 2,TDD,18:29,18:00:00,,16.809960999999998,81.526314
12839,DAY 2,EE,18:59,19:00:00,,16.717816,81.11976200000001
12839,DAY 2,BZA,20:10,20:00:00,,16.518262,80.61864800000001
12839,DAY 2,TEL,20:49,21:00:00,,16.242409000000002,80.640413
12839,DAY 2,BPP,21:24,21:00:00,,15.9086144,80.46842480000001
12839,DAY 2,CLX,21:44,22:00:00,,15.830755,80.353602
12839,DAY 2,OGL,22:24,22:00:00,,15.498064000000001,80.057404
12839,DAY 3,NLR,00:04,00:00:00,,14.460592,79.989383
12839,DAY 3,GDR,00:48,01:00:00,,14.148227,79.845121
12839,DAY 3,MAS,03:20,03:00:00,,13.0847613,80.27485630000001
12840,DAY 1,MAS,19:00,19:00:00,,13.0847613,80.27485630000001
12840,DAY 1,GDR,20:48,21:00:00,,14.148227,79.845121
12840,DAY 1,NLR,21:18,21:00:00,,14.460592,79.989383
12840,DAY 1,OGL,22:58,23:00:00,,15.498064000000001,80.057404
12840,DAY 1,CLX,23:38,00:00:00,,15.830755,80.353602
12840,DAY 1,BPP,23:53,00:00:00,,15.9086144,80.46842480000001
12840,DAY 2,TEL,00:38,01:00:00,,16.242409000000002,80.640413
12840,DAY 2,BZA,01:20,01:00:00,,16.518262,80.61864800000001
12840,DAY 2,EE,02:19,02:00:00,,16.717816,81.11976200000001
12840,DAY 2,TDD,02:59,03:00:00,,16.809960999999998,81.526314
12840,DAY 2,NDD,03:34,04:00:00,,16.898297,81.67550399999999
12840,DAY 2,RJY,04:08,04:00:00,,16.984159000000002,81.783901
12840,DAY 2,SLO,04:49,05:00:00,,17.044827,82.168724
12840,DAY 2,ANV,05:19,05:00:00,,17.269633,82.41967700000001
12840,DAY 2,TUNI,05:39,06:00:00,,17.361079999999998,82.542462
12840,DAY 2,AKP,06:24,06:00:00,,17.695503,83.00885099999999
12840,DAY 2,VSKP,07:50,08:00:00,,17.72159,83.289514
12840,DAY 2,VZM,08:55,09:00:00,,18.111374,83.39558600000001
12840,DAY 2,CPP,09:25,09:00:00,,18.316259000000002,83.569608
12840,DAY 2,CHE,09:58,10:00:00,,18.408679,83.903771
12840,DAY 2,NWP,10:33,11:00:00,,18.57940973,84.28292201
12840,DAY 2,PSA,11:28,11:00:00,,18.756782,84.42209100000001
12840,DAY 2,SPT,11:49,12:00:00,,18.981296999999998,84.58149999999999
12840,DAY 2,IPM,12:04,12:00:00,,19.110752,84.680427
12840,DAY 2,BAM,12:20,12:00:00,,19.2961348,84.7966912
12840,DAY 2,CAP,12:38,13:00:00,,19.3589572,84.97327299999999
12840,DAY 2,BALU,13:18,13:00:00,,19.747366,85.200953
12840,DAY 2,KUR,14:00,14:00:00,,20.153076,85.70823399999999
12840,DAY 2,BBS,14:45,15:00:00,,20.265388,85.84259499999999
12840,DAY 2,CTC,15:25,15:00:00,,20.466587999999998,85.90156
12840,DAY 2,JJKR,16:43,17:00:00,,20.943544,86.132518
12840,DAY 2,BHC,17:48,18:00:00,,21.091745799999998,86.5162305
12840,DAY 2,BLS,18:40,19:00:00,,21.500521,86.91958199999999
12840,DAY 2,KGP,20:20,20:00:00,,22.341431999999998,87.32845599999999
12840,DAY 2,SRC,21:58,22:00:00,,22.58393,88.284011
12840,DAY 2,HWH,23:20,23:00:00,,22.584077999999998,88.34099900000001
12433,DAY 1,MAS,06:05,06:00:00,,13.0847613,80.27485630000001
12433,DAY 1,BZA,11:30,12:00:00,,16.518262,80.61864800000001
12433,DAY 1,WL,14:18,14:00:00,,17.972477,79.604929
12433,DAY 1,BPQ,17:40,18:00:00,,19.8490173,79.3485858
12433,DAY 1,NGP,20:25,20:00:00,,21.153567,79.089004
12433,DAY 2,BPL,02:05,02:00:00,,23.266884384300003,77.41314286
12433,DAY 2,VGLJ,05:20,05:00:00,,Not Found,Not Found
12433,DAY 2,GWL,06:23,06:00:00,,26.216483,78.18229199999999
12433,DAY 2,AGC,07:50,08:00:00,,27.157992,77.990153
12433,DAY 2,NZM,10:30,11:00:00,,28.587329999999998,77.254249
12434,DAY 1,NZM,15:35,16:00:00,,28.587329999999998,77.254249
12434,DAY 1,AGC,17:25,17:00:00,,27.157992,77.990153
12434,DAY 1,GWL,18:53,19:00:00,,26.216483,78.18229199999999
12434,DAY 1,VGLJ,20:10,20:00:00,,Not Found,Not Found
12434,DAY 1,BPL,23:30,00:00:00,,23.266884384300003,77.41314286
12434,DAY 2,NGP,05:05,05:00:00,,21.153567,79.089004
12434,DAY 2,BPQ,08:00,08:00:00,,19.8490173,79.3485858
12434,DAY 2,WL,11:14,11:00:00,,17.972477,79.604929
12434,DAY 2,BZA,14:20,14:00:00,,16.518262,80.61864800000001
12434,DAY 2,MAS,20:50,21:00:00,,13.0847613,80.27485630000001
12295,DAY 1,SMVB,09:15,09:00:00,,Not Found,Not Found
12295,DAY 1,KJM,09:28,09:00:00,,13.000534,77.674016
12295,DAY 1,BWT,10:07,10:00:00,,12.984808,78.178188
12295,DAY 1,KPN,10:34,11:00:00,,12.746834,78.339549
12295,DAY 1,JTJ,11:23,11:00:00,,12.560851999999999,78.57781999999999
12295,DAY 1,KPD,12:35,13:00:00,,12.972734,79.13534100000001
12295,DAY 1,AJJ,13:43,14:00:00,,13.081512,79.667991
12295,DAY 1,PER,14:25,14:00:00,,13.10702,80.24453299999999
12295,DAY 1,GDR,17:13,17:00:00,,14.148227,79.845121
12295,DAY 1,NLR,17:43,18:00:00,,14.460592,79.989383
12295,DAY 1,OGL,19:14,19:00:00,,15.498064000000001,80.057404
12295,DAY 1,BZA,21:30,22:00:00,,16.518262,80.61864800000001
12295,DAY 1,KMT,23:24,23:00:00,,17.249347,80.138491
12295,DAY 2,WL,00:48,01:00:00,,17.972477,79.604929
12295,DAY 2,RDM,02:19,02:00:00,,18.763329,79.43509999999999
12295,DAY 2,SKZR,03:34,04:00:00,,19.345659,79.489201
12295,DAY 2,BPQ,04:50,05:00:00,,19.8490173,79.3485858
12295,DAY 2,CD,05:10,05:00:00,,19.960126000000002,79.300505
12295,DAY 2,SEGM,06:59,07:00:00,,20.739076,78.619225
12295,DAY 2,NGP,08:35,09:00:00,,21.153567,79.089004
12295,DAY 2,BZU,11:03,11:00:00,,21.896393,77.90589700000001
12295,DAY 2,GDYA,11:41,12:00:00,,22.126423,78.001987
12295,DAY 2,ET,13:45,14:00:00,,22.608258,77.767128
12295,DAY 2,PPI,14:43,15:00:00,,22.753941,78.354538
12295,DAY 2,NU,15:38,16:00:00,,22.943112,79.214385
12295,DAY 2,JBP,17:10,17:00:00,,23.164636,79.950919
12295,DAY 2,KTE,18:35,19:00:00,,23.833385,80.400543
12295,DAY 2,MYR,19:28,19:00:00,,24.255485,80.763148
12295,DAY 2,STA,20:10,20:00:00,,24.568619,80.827717
12295,DAY 2,PCOI,23:40,00:00:00,,Not Found,Not Found
12295,DAY 3,MZP,01:50,02:00:00,,25.13435,82.56986900000001
12295,DAY 3,DDU,03:58,04:00:00,,Not Found,Not Found
12295,DAY 3,DLN,04:50,05:00:00,,25.419424,83.668324
12295,DAY 3,BXR,05:23,05:00:00,,25.562067,83.982184
12295,DAY 3,ARA,06:22,06:00:00,,25.548889,84.66259600000001
12295,DAY 3,DNR,07:40,08:00:00,,25.581921,85.044629
12296,DAY 1,DNR,20:15,20:00:00,,25.581921,85.044629
12296,DAY 1,ARA,20:43,21:00:00,,25.548889,84.66259600000001
12296,DAY 1,BXR,21:26,21:00:00,,25.562067,83.982184
12296,DAY 1,DLN,21:51,22:00:00,,25.419424,83.668324
12296,DAY 1,DDU,23:13,23:00:00,,Not Found,Not Found
12296,DAY 2,MZP,00:20,00:00:00,,25.13435,82.56986900000001
12296,DAY 2,PCOI,01:35,02:00:00,,Not Found,Not Found
12296,DAY 2,STA,04:35,05:00:00,,24.568619,80.827717
12296,DAY 2,MYR,05:03,05:00:00,,24.255485,80.763148
12296,DAY 2,KTE,05:50,06:00:00,,23.833385,80.400543
12296,DAY 2,JBP,07:30,08:00:00,,23.164636,79.950919
12296,DAY 2,NU,08:43,09:00:00,,22.943112,79.214385
12296,DAY 2,PPI,09:43,10:00:00,,22.753941,78.354538
12296,DAY 2,ET,11:40,12:00:00,,22.608258,77.767128
12296,DAY 2,GDYA,12:47,13:00:00,,22.126423,78.001987
12296,DAY 2,BZU,13:21,13:00:00,,21.896393,77.90589700000001
12296,DAY 2,NGP,16:20,16:00:00,,21.153567,79.089004
12296,DAY 2,SEGM,17:18,17:00:00,,20.739076,78.619225
12296,DAY 2,CD,18:48,19:00:00,,19.960126000000002,79.300505
12296,DAY 2,BPQ,20:05,20:00:00,,19.8490173,79.3485858
12296,DAY 2,SKZR,20:49,21:00:00,,19.345659,79.489201
12296,DAY 2,RDM,21:44,22:00:00,,18.763329,79.43509999999999
12296,DAY 2,WL,23:03,23:00:00,,17.972477,79.604929
12296,DAY 3,KMT,00:28,00:00:00,,17.249347,80.138491
12296,DAY 3,BZA,02:50,03:00:00,,16.518262,80.61864800000001
12296,DAY 3,OGL,04:59,05:00:00,,15.498064000000001,80.057404
12296,DAY 3,NLR,06:29,06:00:00,,14.460592,79.989383
12296,DAY 3,GDR,07:23,07:00:00,,14.148227,79.845121
12296,DAY 3,PER,09:40,10:00:00,,13.10702,80.24453299999999
12296,DAY 3,AJJ,10:38,11:00:00,,13.081512,79.667991
12296,DAY 3,KPD,11:25,11:00:00,,12.972734,79.13534100000001
12296,DAY 3,JTJ,13:05,13:00:00,,12.560851999999999,78.57781999999999
12296,DAY 3,KPN,13:47,14:00:00,,12.746834,78.339549
12296,DAY 3,BWT,14:19,14:00:00,,12.984808,78.178188
12296,DAY 3,KJM,14:59,15:00:00,,13.000534,77.674016
12296,DAY 3,SMVB,16:10,16:00:00,,Not Found,Not Found
12841,DAY 1,HWH,15:10,15:00:00,,22.584077999999998,88.34099900000001
12841,DAY 1,SRC,15:30,16:00:00,,22.58393,88.284011
12841,DAY 1,KGP,16:55,17:00:00,,22.341431999999998,87.32845599999999
12841,DAY 1,BLS,18:15,18:00:00,,21.500521,86.91958199999999
12841,DAY 1,BHC,19:28,19:00:00,,21.091745799999998,86.5162305
12841,DAY 1,JJKR,20:11,20:00:00,,20.943544,86.132518
12841,DAY 1,CTC,21:08,21:00:00,,20.466587999999998,85.90156
12841,DAY 1,BBS,21:50,22:00:00,,20.265388,85.84259499999999
12841,DAY 1,KUR,22:00,22:00:00,,20.153076,85.70823399999999
12841,DAY 2,BAM,00:03,00:00:00,,19.2961348,84.7966912
12841,DAY 2,VSKP,04:20,04:00:00,,17.72159,83.289514
12841,DAY 2,RJY,07:13,07:00:00,,16.984159000000002,81.783901
12841,DAY 2,TDD,08:04,08:00:00,,16.809960999999998,81.526314
12841,DAY 2,EE,08:44,09:00:00,,16.717816,81.11976200000001
12841,DAY 2,BZA,10:10,10:00:00,,16.518262,80.61864800000001
12841,DAY 2,MAS,17:00,17:00:00,,13.0847613,80.27485630000001
12842,DAY 1,MAS,07:00,07:00:00,,13.0847613,80.27485630000001
12842,DAY 1,OGL,10:58,11:00:00,,15.498064000000001,80.057404
12842,DAY 1,BZA,13:05,13:00:00,,16.518262,80.61864800000001
12842,DAY 1,EE,14:09,14:00:00,,16.717816,81.11976200000001
12842,DAY 1,TDD,14:49,15:00:00,,16.809960999999998,81.526314
12842,DAY 1,RJY,15:38,16:00:00,,16.984159000000002,81.783901
12842,DAY 1,VSKP,19:25,19:00:00,,17.72159,83.289514
12842,DAY 1,BAM,23:48,00:00:00,,19.2961348,84.7966912
12842,DAY 2,KUR,01:20,01:00:00,,20.153076,85.70823399999999
12842,DAY 2,BBS,01:55,02:00:00,,20.265388,85.84259499999999
12842,DAY 2,CTC,02:30,03:00:00,,20.466587999999998,85.90156
12842,DAY 2,JJKR,03:23,03:00:00,,20.943544,86.132518
12842,DAY 2,BHC,05:10,05:00:00,,21.091745799999998,86.5162305
12842,DAY 2,BLS,05:48,06:00:00,,21.500521,86.91958199999999
12842,DAY 2,KGP,07:35,08:00:00,,22.341431999999998,87.32845599999999
12842,DAY 2,SRC,09:48,10:00:00,,22.58393,88.284011
12842,DAY 2,HWH,11:00,11:00:00,,22.584077999999998,88.34099900000001
12625,DAY 1,TVC,12:15,12:00:00,,8.486679,76.95120999999999
12625,DAY 1,VAK,12:51,13:00:00,,8.740732,76.722872
12625,DAY 1,QLN,13:15,13:00:00,,8.886586000000001,76.59675299999999
12625,DAY 1,KYJ,13:51,14:00:00,,9.182586,76.512933
12625,DAY 1,MVLK,14:02,14:00:00,,9.239487,76.545692
12625,DAY 1,CNGR,14:15,14:00:00,,9.319504,76.608271
12625,DAY 1,TRVL,14:26,14:00:00,,9.392148,76.580267
12625,DAY 1,CGY,14:35,15:00:00,,9.449881,76.54841400000001
12625,DAY 1,KTYM,14:55,15:00:00,,9.594177,76.532168
12625,DAY 1,VARD,15:23,15:00:00,,9.777648,76.47461100000001
12625,DAY 1,ERN,16:05,16:00:00,,9.991582000000001,76.2861
12625,DAY 1,AWY,16:30,17:00:00,,10.108163,76.356508
12625,DAY 1,TCR,17:27,17:00:00,,10.514790000000001,76.207919
12625,DAY 1,OTP,18:44,19:00:00,,10.770046,76.377993
12625,DAY 1,PGT,19:12,19:00:00,,10.802091,76.641926
12625,DAY 1,CBE,20:50,21:00:00,,10.997639,76.966298
12625,DAY 1,TUP,21:40,22:00:00,,11.108906,77.341247
12625,DAY 1,ED,22:30,23:00:00,,11.327682,77.72593400000001
12625,DAY 1,SA,23:30,00:00:00,,11.671726000000001,78.113415
12625,DAY 2,JTJ,01:30,02:00:00,,12.560851999999999,78.57781999999999
12625,DAY 2,KPD,02:50,03:00:00,,12.972734,79.13534100000001
12625,DAY 2,CTO,03:28,03:00:00,,13.219857,79.103252
12625,DAY 2,TPTY,04:45,05:00:00,,13.62763,79.418968
12625,DAY 2,RU,05:10,05:00:00,,13.636261,79.50628999999999
12625,DAY 2,GDR,06:40,07:00:00,,14.148227,79.845121
12625,DAY 2,NLR,07:13,07:00:00,,14.460592,79.989383
12625,DAY 2,BZA,10:45,11:00:00,,16.518262,80.61864800000001
12625,DAY 2,WL,13:40,14:00:00,,17.972477,79.604929
12625,DAY 2,RDM,15:14,15:00:00,,18.763329,79.43509999999999
12625,DAY 2,SKZR,17:14,17:00:00,,19.345659,79.489201
12625,DAY 2,BPQ,18:10,18:00:00,,19.8490173,79.3485858
12625,DAY 2,CD,18:30,19:00:00,,19.960126000000002,79.300505
12625,DAY 2,SEGM,20:03,20:00:00,,20.739076,78.619225
12625,DAY 2,NGP,21:10,21:00:00,,21.153567,79.089004
12625,DAY 3,ET,02:05,02:00:00,,22.608258,77.767128
12625,DAY 3,BPL,03:45,04:00:00,,23.266884384300003,77.41314286
12625,DAY 3,BINA,05:40,06:00:00,,24.170973500000002,78.1831998
12625,DAY 3,VGLJ,07:25,07:00:00,,Not Found,Not Found
12625,DAY 3,GWL,08:40,09:00:00,,26.216483,78.18229199999999
12625,DAY 3,AGC,10:10,10:00:00,,27.157992,77.990153
12625,DAY 3,MTJ,10:50,11:00:00,,27.480145,77.67311699999999
12625,DAY 3,FDB,12:30,13:00:00,,28.411473,77.30734799999999
12625,DAY 3,NZM,12:50,13:00:00,,28.587329999999998,77.254249
12625,DAY 3,NDLS,13:30,14:00:00,,28.642314,77.22000399999999
12626,DAY 1,NDLS,20:10,20:00:00,,28.642314,77.22000399999999
12626,DAY 1,MTJ,21:38,22:00:00,,27.480145,77.67311699999999
12626,DAY 1,AGC,22:25,22:00:00,,27.157992,77.990153
12626,DAY 2,GWL,00:03,00:00:00,,26.216483,78.18229199999999
12626,DAY 2,VGLJ,01:30,02:00:00,,Not Found,Not Found
12626,DAY 2,BINA,03:35,04:00:00,,24.170973500000002,78.1831998
12626,DAY 2,BPL,05:20,05:00:00,,23.266884384300003,77.41314286
12626,DAY 2,ET,07:05,07:00:00,,22.608258,77.767128
12626,DAY 2,NGP,11:45,12:00:00,,21.153567,79.089004
12626,DAY 2,SEGM,12:43,13:00:00,,20.739076,78.619225
12626,DAY 2,CD,14:13,14:00:00,,19.960126000000002,79.300505
12626,DAY 2,BPQ,15:10,15:00:00,,19.8490173,79.3485858
12626,DAY 2,SKZR,16:09,16:00:00,,19.345659,79.489201
12626,DAY 2,RDM,16:59,17:00:00,,18.763329,79.43509999999999
12626,DAY 2,WL,18:28,18:00:00,,17.972477,79.604929
12626,DAY 2,BZA,22:15,22:00:00,,16.518262,80.61864800000001
