station_code,station_name,latitude,longitude
LHU,Loharu,28.427051,75.801613
LKA,LANKA,25.914426,92.958001
LKR,LUCKEESARAI JN,25.1716617,86.09321059
LMG,LUMDING JN,25.750035999999998,93.17660000000001
LNL,LONAVALA,18.748883,73.407657
LPI,LINGAMPALLI,17.482874000000002,78.31677400000001
LSR,LASUR,19.926081,75.01148900000001
LTT,LOKMANYA TILAK TERM,19.070320000000002,72.89173899999999
MAJN,MANGALORE JN,12.866193,74.88006
MALM,MANTHRALAYAM RD,15.949035,77.299196
MAO,MADGAON,15.267911000000002,73.97072399999999
MAP,MORAPPUR,12.124073000000001,78.393874
MAS,CHENNAI CENTRAL,13.0847613,80.27485630000001
MAUR,MAUR,30.062745999999997,75.22772
MBM,MAMBALAM,13.038154,80.228164
MDP,MADHUPUR JN,24.270633,86.642183
MDU,MADURAI JN,9.919907,78.11031399999999
MEJ,VANCHIMANIYACHI,8.882102999999999,77.890651
MGN,MEGHNAGAR,22.907459,74.539834
MKA,MOKAMEH JN,25.391885,85.91304899999999
MLDT,MALDA TOWN,25.015659,88.130338
MLMR,MELMARUVATTUR,12.429554,79.83380100000001
MLO,MALUR,12.992108,77.940033
MMR,MANMAD JN,20.249887,74.438305
MNE,MANSI JN,25.509398,86.554446
MOZ,MUZAFFARNAGAR,29.468689,77.707807
MPA,MANAPARAI,10.60756201,78.41776524
MPL,Madanapalle Road,13.644442,78.55442400000001
MRA,MORENA,26.500504,78.003442
MRJ,MIRAJ JN,16.819946,74.638839
MS,CHENNAI EGMORE,13.077677999999999,80.260193
MSDG,MASOBA DONGARGAON,17.265553999999998,75.136269
MSH,MAHESANA JN,23.602623,72.388708
MSR,MASUR,17.404241,74.14420899999999
MSZ,MANSA,29.989694999999998,75.402584
MTC,MEERUT CITY,28.977610000000002,77.675106
MTJ,MATHURA JN,27.480145,77.67311699999999
MUE,MUDKHED,19.148087,77.509661
MURI,MURI,23.37628437,85.86699069
MUT,MEERUT CANT,29.015997000000002,77.686937
MVLK,MAVELIKARA,9.239487,76.545692
MVO,MANWATH ROAD,19.358161,76.534516
MXN,MARIANI JN,26.652434999999997,94.30820299999999
MYR,MAIHAR,24.255485,80.763148
MZL,MIRZAPALI,18.017962999999998,78.41529899999999
MZP,MIRZAPUR,25.13435,82.56986900000001
NAD,NAGDA JN,23.45592,75.41249099999999
NAM,NAMRUP,27.19627,95.313642
NBQ,NEW BONGAIGAON,26.47583544,90.53684346440001
NCB,NEW COOCH BEHAR,26.353158999999998,89.469766
NCJ,NAGERCOIL JN,8.17385,77.44347
ND,NADIAD JN,22.694105999999998,72.855718
NDAE,NABADWIP DHAM,23.396593,88.356472
NDD,NIDADAVOLU JN,16.898297,81.67550399999999
NDLS,NEW DELHI,28.642314,77.22000399999999
NED,HUZUR SAHIB NANDED,19.160522,77.31047799999999
NFK,NEW FARAKKA JN,24.794558,87.915236
NGP,NAGPUR,21.153567,79.089004
NHK,NAHARKATIYA,27.289403,95.32977500000001
NILE,NIMTITA,24.625338,88.00764
NJP,NEW JALPAIGURI,26.683025,88.443391
NJT,NAGERCOIL TOWN,8.199571810899998,77.41943182
NK,NASIK ROAD,19.947627,73.841897
NLR,NELLORE,14.460592,79.989383
NLV,NALBARI,26.450629,91.440291
NMX,NEW MAYNAGURI,26.578607,88.822868
NNA,NAUGACHIA,25.385261,87.09387
NNN,NANGUNERI,8.4891,77.66259199999999
NOQ,NEW ALIPURDAUR,26.48572,89.541398
NRW,NARWANA JN,29.588632,76.109286
NTSK,NEW TINSUKIA JN,27.479748,95.334128
NU,NARSINGHPUR,22.943112,79.214385
NVS,NAVSARI,20.946851,72.914294
NWP,NAUPADA JN,18.57940973,84.28292201
NYY,NEYYATTINKARA,8.41041,77.08111000000001
NZB,NIZAMABAD,18.679164999999998,78.103238
NZM,DELHI H NIZAMUDDIN,28.587329999999998,77.254249
ODC,Oddam Hatram,10.48559876,77.74653176
OGL,ONGOLE,15.498064000000001,80.057404
OTP,OTTAPPALAM,10.770046,76.377993
PAK,PAKALA JN,13.451133,79.11408
PAU,PURNA JN,19.180526999999998,77.024985
PBL,PATHSALA,26.497475,91.176255
PBN,PARBHANI JN,19.257460000000002,76.774119
PER,PERAMBUR,13.10702,80.24453299999999
PGT,PALAKKAD,10.802091,76.641926
PGTN,PALGHAT TOWN,10.7753892,76.65216699999999
PGW,PHAGWARA JN,31.217555749800002,75.76550198
PIL,Piler,13.662347,78.927499
PLNI,Palani,10.458722,77.52118300000001
PNBE,PATNA JN,25.60256,85.136824
PNC,PATNA SAHEB,25.585856,85.230942
PNDM,PENNADAM,11.397962999999999,79.219978
PNME,PARASNATH,23.987971,86.037862
PNP,PANIPAT JN,29.388948,76.96379300000001
PNQ,PUNKUNNAM,10.535053999999999,76.20943
PNU,PALANPUR JN,24.174433,72.430172
PNVL,PANVEL,18.990918999999998,73.121756
POY,POLLACHI JN,10.653079,77.001342
PPI,PIPARIYA,22.753941,78.354538
PPTA,PATLIPUTRA,25.621426,85.068505
PSA,PALASA,18.756782,84.42209100000001
PTU,PARTUR,19.575715,76.212767
PUNE,PUNE JN,18.529378,73.873086
PUT,PUTTUR,13.439642,79.552666
PVR,PANDHARPUR,17.66849,75.319283
PVU,PARAVUR,8.815758,76.66823799999999
QLN,KOLLAM JN,8.886586000000001,76.59675299999999
R,RAIPUR JN,21.256462000000003,81.629328
RC,RAICHUR,16.192441000000002,77.339165
RDM,RAMGUNDAM,18.763329,79.43509999999999
RGO,ROTEGAON,19.956132,74.75787
RJP,RAZAMPETA,14.184524999999999,79.15274099999999
RJY,RAJAMUNDRY,16.984159000000002,81.783901
RKM,RAJA KI MANDI,27.193811,77.996613
RMA,RAMGANJ MANDI,24.644606,75.939411
RN,RATNAGIRI,17.002793,73.356938
RNC,RANCHI,23.348811,85.33352
RNG,RANIGANJ,23.602851,87.11698
RNY,RANGIYA JN,26.447900999999998,91.605929
ROK,ROHTAK JN,28.890904,76.57955000000001
RPH,RAMPUR HAT,24.179797,87.78214700000001
RTGH,Ratangarh Junction,28.06658671,74.62360257
RTM,RATLAM JN,23.34038,75.050826
RU,RENIGUNTA JN,13.636261,79.50628999999999
SA,SALEM JN,11.671726000000001,78.113415
SADP,SAIDAPUR,16.57000116,77.24979123
SALE,SALAR,23.774579,88.111097
SASN,SAS NAGAR MOHALI,30.666125,76.739952
SBC,BANGALORE CITY JN,12.977595,77.56808299999999
SBE,SORBHOG JN,26.494286000000002,90.88828099999999
SC,SECUNDERABAD JN,17.433146999999998,78.50148100000001
SDAH,KOLKATA SEALDAH,22.566758,88.374713
SDB,SHAHABAD,17.121662999999998,76.943513
SDGH,Sri Dungargarh,28.070311,74.008011
SDLP,Sadulpur Junction,28.631138,75.386989
SDN,SHOLAVANDAN,10.02227,77.96508200000001
SEGM,SEVAGRAM,20.739076,78.619225
SELU,SELU,19.448059999999998,76.43326400000001
SGG,SULTANGANJ,25.24085,86.736175
SGLA,SANGOLA,17.435563000000002,75.187581
SGZ,SHAMGARH,24.191141000000002,75.642842
SKF,SAKHOTI TANDA,29.192626,77.71804900000001
SKZR,SIRPUR KAGAZNAGAR,19.345659,79.489201
SLGR,SIMALUGURI JN,26.917281,94.756816
SLI,SANGLI,16.858669000000003,74.588939
SLO,SAMALKOT JN,17.044827,82.168724
SLY,SAMALPATTI,12.311594,78.484032
SM,SAMSI,25.276197,88.00975700000001
SNP,SONIPAT,28.989423000000002,77.017343
SNSI,SAINAGAR SHIRDI,19.780792299999998,74.4806877
SPQ,SORUPETA,26.49968885,91.07605934
SPT,SOMPETA,18.981296999999998,84.58149999999999
SRC,SANTRAGACHI JN,22.58393,88.284011
SRE,SAHARANPUR,29.960529,77.54173899999999
SRGM,SRIRANGAM,10.857918,78.696348
SRR,SHORANUR JN,10.758854999999999,76.27219600000001
SRT,SATUR,9.357545,77.92156999999999
SRTL,SHERTALAI,9.690992,76.325151
SSB,SHAKURBASTI,28.680227328700003,77.12991159
SSPN,SATYA SAI P NILAYAM,14.160468,77.757559
ST,SURAT,21.206568,72.840793
STA,SATNA,24.568619,80.827717
STR,SATARA,17.688361,74.063727
SUR,SOLAPUR JN,17.664496,75.893401
SWM,SAWAI MADHOPUR,26.018279,76.35622
SZM,SUBZI MANDI,28.668683,77.199696
SZR,SARUPATHAR,26.195595,93.862021
TATA,TATANAGAR JN,22.768954,86.20056000000001
TBM,TAMBARAM,12.926035689399999,80.11915738
TCR,THRISUR,10.514790000000001,76.207919
TDD,TADEPALLIGUDEM,16.809960999999998,81.526314
TEL,TENALI JN,16.242409000000002,80.640413
TEN,TIRUNELVELI,8.73636,77.707979
TGN,TALEGAON,18.734829,73.67201399999999
TIHU,TIHU,26.471321,91.267699
TIR,TIRUR,10.917757,75.92186500000001
TKR,TAKARI,17.129756,74.36337599999999
TMV,TINDIVANAM,12.229410999999999,79.65133499999999
TNA,THANE,19.185757000000002,72.97541700000001
TPJ,TIRUCHIRAPPALLI,10.794067,78.685355
TPT,TIRUPATTUR JN,12.497951,78.561419
TPTY,TIRUPATI MAIN,13.62763,79.418968
TRL,TIRUVALLUR,13.115764,79.913105
TRT,TIRUTTANI,13.179217000000001,79.611386
TRVL,TIRUVALLA,9.392148,76.580267
TU,TADIPATRI,14.907558000000002,77.978985
TUN,TOHANA,29.7266,75.904581
TUNI,TUNI,17.361079999999998,82.542462
TUP,TIRUPPUR,11.108906,77.341247
TVC,TRIVANDRUM CENTRAL,8.486679,76.95120999999999
TVP,TRIVANDRUM PETTAI,8.494524,76.931673
UD,UDUPI,13.336341000000001,74.771733
UMB,AMBALA CANT JN,30.338918,76.826966
UMRI,UMRI,19.0418,77.642682
URI,URULI,18.494237,74.13682
VAK,VARKALA,8.740732,76.722872
VAPI,VAPI,20.374337999999998,72.90912700000001
VARD,VAIKAM ROAD,9.777648,76.47461100000001
VLY,VALLIYUR,8.376159999999999,77.61399
VM,VILLUPURAM JN,11.942971,79.500101
VPT,VIRUDUNAGAR JN,9.596405,77.95773700000001
VRI,VRIDHACHALAM JN,11.534965,79.316073
VSKP,VISHAKAPATNAM,17.72159,83.289514
VZM,VIZIANAGRAM JN,18.111374,83.39558600000001
WADI,WADI,17.054312,76.99154999999999
WL,WARANGAL,17.972477,79.604929
YA,YERRAGUNTLA,14.642328000000001,78.534003
YG,YADGIR,16.744396,77.13036600000001
YJUD,YAMUNANAGAR JAGADHARI,30.11742553,77.28757996649999
YNK,YELHANKA JN,13.102795,77.593069
